Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 12942ms | tok/sec: 20,255 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00341 (45.6%) | loss: 3.470461 | lrm: 1.00 | dt: 415ms | tok/sec: 631,730 | mfu: 15.3% | epoch: 1 | remaining: 163s    
step 00342 (45.8%) | loss: 3.469391 | lrm: 1.00 | dt: 416ms | tok/sec: 629,571 | mfu: 15.2% | epoch: 1 | remaining: 162s    
step 00343 (45.9%) | loss: 3.472574 | lrm: 1.00 | dt: 415ms | tok/sec: 631,052 | mfu: 15.2% | epoch: 1 | remaining: 162s    
step 00344 (46.0%) | loss: 3.474435 | lrm: 1.00 | dt: 416ms | tok/sec: 630,526 | mfu: 15.2% | epoch: 1 | remaining: 161s    
step 00345 (46.2%) | loss: 3.475078 | lrm: 1.00 | dt: 415ms | tok/sec: 631,140 | mfu: 15.2% | epoch: 1 | remaining: 161s    
step 00346 (46.3%) | loss: 3.474229 | lrm: 1.00 | dt: 415ms | tok/sec: 631,665 | mfu: 15.3% | epoch: 1 | remaining: 161s    
step 00347 (46.4%) | loss: 3.470835 | lrm: 1.00 | dt: 416ms | tok/sec: 630,424 | mfu: 15.2% | epoch: 1 | remaining: 160s    
step 00348 (46.6%) | loss: 3.465503 | lrm: 1.00 | dt: 415ms | tok/sec: 631,037 | mfu: 15.2% | epoch: 1 | remaining: 160s    
step 00349 (46.7%) | loss: 3.465041 | lrm: 1.00 | dt: 415ms | tok/sec: 631,225 | mfu: 15.3% | epoch: 1 | remaining: 159s    
step 00350 (46.9%) | loss: 3.462430 | lrm: 1.00 | dt: 416ms | tok/sec: 629,639 | mfu: 15.2% | epoch: 1 | remaining: 159s    
step 00351 (47.0%) | loss: 3.459090 | lrm: 1.00 | dt: 415ms | tok/sec: 631,330 | mfu: 15.3% | epoch: 1 | remaining: 159s    
step 00352 (47.1%) | loss: 3.467876 | lrm: 1.00 | dt: 417ms | tok/sec: 628,860 | mfu: 15.2% | epoch: 1 | remaining: 158s    
step 00353 (47.3%) | loss: 3.467387 | lrm: 1.00 | dt: 415ms | tok/sec: 631,953 | mfu: 15.3% | epoch: 1 | remaining: 158s    
step 00354 (47.4%) | loss: 3.459505 | lrm: 1.00 | dt: 416ms | tok/sec: 629,756 | mfu: 15.2% | epoch: 1 | remaining: 157s    
step 00355 (47.6%) | loss: 3.458534 | lrm: 1.00 | dt: 415ms | tok/sec: 630,990 | mfu: 15.2% | epoch: 1 | remaining: 157s    
step 00356 (47.7%) | loss: 3.451900 | lrm: 1.00 | dt: 416ms | tok/sec: 630,443 | mfu: 15.2% | epoch: 1 | remaining: 156s    
step 00357 (47.8%) | loss: 3.455684 | lrm: 1.00 | dt: 416ms | tok/sec: 630,457 | mfu: 15.2% | epoch: 1 | remaining: 156s    
step 00358 (48.0%) | loss: 3.456183 | lrm: 1.00 | dt: 415ms | tok/sec: 631,281 | mfu: 15.3% | epoch: 1 | remaining: 156s    
step 00359 (48.1%) | loss: 3.454641 | lrm: 1.00 | dt: 417ms | tok/sec: 628,999 | mfu: 15.2% | epoch: 1 | remaining: 155s    
step 00360 (48.2%) | loss: 3.445611 | lrm: 1.00 | dt: 415ms | tok/sec: 630,919 | mfu: 15.2% | epoch: 1 | remaining: 155s    
step 00361 (48.4%) | loss: 3.446710 | lrm: 1.00 | dt: 416ms | tok/sec: 630,504 | mfu: 15.2% | epoch: 1 | remaining: 154s    
step 00362 (48.5%) | loss: 3.437708 | lrm: 1.00 | dt: 415ms | tok/sec: 631,531 | mfu: 15.3% | epoch: 1 | remaining: 154s    
step 00363 (48.7%) | loss: 3.435228 | lrm: 1.00 | dt: 415ms | tok/sec: 631,786 | mfu: 15.3% | epoch: 1 | remaining: 154s    
step 00364 (48.8%) | loss: 3.437172 | lrm: 1.00 | dt: 417ms | tok/sec: 628,882 | mfu: 15.2% | epoch: 1 | remaining: 153s    
step 00365 (48.9%) | loss: 3.430616 | lrm: 1.00 | dt: 415ms | tok/sec: 631,978 | mfu: 15.3% | epoch: 1 | remaining: 153s    
step 00366 (49.1%) | loss: 3.435207 | lrm: 1.00 | dt: 416ms | tok/sec: 629,686 | mfu: 15.2% | epoch: 1 | remaining: 152s    
step 00367 (49.2%) | loss: 3.430939 | lrm: 1.00 | dt: 415ms | tok/sec: 630,956 | mfu: 15.2% | epoch: 1 | remaining: 152s    
step 00368 (49.4%) | loss: 3.423724 | lrm: 1.00 | dt: 415ms | tok/sec: 631,866 | mfu: 15.3% | epoch: 1 | remaining: 152s    
step 00369 (49.5%) | loss: 3.420083 | lrm: 1.00 | dt: 415ms | tok/sec: 631,224 | mfu: 15.3% | epoch: 1 | remaining: 151s    
step 00370 (49.6%) | loss: 3.424671 | lrm: 1.00 | dt: 415ms | tok/sec: 631,956 | mfu: 15.3% | epoch: 1 | remaining: 151s    
step 00371 (49.8%) | loss: 3.421510 | lrm: 1.00 | dt: 416ms | tok/sec: 630,721 | mfu: 15.2% | epoch: 1 | remaining: 150s    
step 00372 (49.9%) | loss: 3.418031 | lrm: 1.00 | dt: 415ms | tok/sec: 631,517 | mfu: 15.3% | epoch: 1 | remaining: 150s    
step 00373 (50.1%) | loss: 3.417707 | lrm: 1.00 | dt: 417ms | tok/sec: 628,940 | mfu: 15.2% | epoch: 1 | remaining: 149s    
step 00374 (50.2%) | loss: 3.418301 | lrm: 1.00 | dt: 415ms | tok/sec: 631,551 | mfu: 15.3% | epoch: 1 | remaining: 149s    
step 00375 (50.3%) | loss: 3.410366 | lrm: 0.99 | dt: 416ms | tok/sec: 630,499 | mfu: 15.2% | epoch: 1 | remaining: 149s    
step 00376 (50.5%) | loss: 3.409791 | lrm: 0.99 | dt: 416ms | tok/sec: 630,908 | mfu: 15.2% | epoch: 1 | remaining: 148s    
step 00377 (50.6%) | loss: 3.409030 | lrm: 0.99 | dt: 415ms | tok/sec: 631,899 | mfu: 15.3% | epoch: 1 | remaining: 148s    
step 00378 (50.7%) | loss: 3.412682 | lrm: 0.99 | dt: 417ms | tok/sec: 629,100 | mfu: 15.2% | epoch: 1 | remaining: 147s    
step 00379 (50.9%) | loss: 3.411158 | lrm: 0.98 | dt: 415ms | tok/sec: 631,033 | mfu: 15.2% | epoch: 1 | remaining: 147s    
step 00380 (51.0%) | loss: 3.414771 | lrm: 0.98 | dt: 416ms | tok/sec: 629,404 | mfu: 15.2% | epoch: 1 | remaining: 147s    
step 00381 (51.2%) | loss: 3.415880 | lrm: 0.98 | dt: 415ms | tok/sec: 630,952 | mfu: 15.2% | epoch: 1 | remaining: 146s    
step 00382 (51.3%) | loss: 3.420469 | lrm: 0.97 | dt: 416ms | tok/sec: 630,836 | mfu: 15.2% | epoch: 1 | remaining: 146s    
step 00383 (51.4%) | loss: 3.418051 | lrm: 0.97 | dt: 416ms | tok/sec: 630,007 | mfu: 15.2% | epoch: 1 | remaining: 145s    
step 00384 (51.6%) | loss: 3.415388 | lrm: 0.97 | dt: 415ms | tok/sec: 632,127 | mfu: 15.3% | epoch: 1 | remaining: 145s    
step 00385 (51.7%) | loss: 3.415232 | lrm: 0.97 | dt: 416ms | tok/sec: 630,889 | mfu: 15.2% | epoch: 1 | remaining: 144s    
step 00386 (51.9%) | loss: 3.411767 | lrm: 0.96 | dt: 416ms | tok/sec: 630,400 | mfu: 15.2% | epoch: 1 | remaining: 144s    
step 00387 (52.0%) | loss: 3.405488 | lrm: 0.96 | dt: 415ms | tok/sec: 631,634 | mfu: 15.3% | epoch: 1 | remaining: 144s    
step 00388 (52.1%) | loss: 3.400801 | lrm: 0.96 | dt: 417ms | tok/sec: 629,048 | mfu: 15.2% | epoch: 1 | remaining: 143s    
step 00389 (52.3%) | loss: 3.405647 | lrm: 0.95 | dt: 414ms | tok/sec: 632,520 | mfu: 15.3% | epoch: 1 | remaining: 143s    
step 00390 (52.4%) | loss: 3.401552 | lrm: 0.95 | dt: 416ms | tok/sec: 629,955 | mfu: 15.2% | epoch: 1 | remaining: 142s    
step 00391 (52.5%) | loss: 3.402616 | lrm: 0.95 | dt: 415ms | tok/sec: 631,737 | mfu: 15.3% | epoch: 1 | remaining: 142s    
step 00392 (52.7%) | loss: 3.396385 | lrm: 0.95 | dt: 415ms | tok/sec: 631,201 | mfu: 15.3% | epoch: 1 | remaining: 142s    
step 00393 (52.8%) | loss: 3.395107 | lrm: 0.94 | dt: 417ms | tok/sec: 629,290 | mfu: 15.2% | epoch: 1 | remaining: 141s    
step 00394 (53.0%) | loss: 3.396191 | lrm: 0.94 | dt: 415ms | tok/sec: 632,197 | mfu: 15.3% | epoch: 1 | remaining: 141s    
step 00395 (53.1%) | loss: 3.394417 | lrm: 0.94 | dt: 417ms | tok/sec: 629,373 | mfu: 15.2% | epoch: 1 | remaining: 140s    
step 00396 (53.2%) | loss: 3.392538 | lrm: 0.94 | dt: 415ms | tok/sec: 631,295 | mfu: 15.3% | epoch: 1 | remaining: 140s    
step 00397 (53.4%) | loss: 3.385322 | lrm: 0.93 | dt: 415ms | tok/sec: 631,950 | mfu: 15.3% | epoch: 1 | remaining: 139s    
step 00398 (53.5%) | loss: 3.385637 | lrm: 0.93 | dt: 416ms | tok/sec: 630,005 | mfu: 15.2% | epoch: 1 | remaining: 139s    
step 00399 (53.7%) | loss: 3.383384 | lrm: 0.93 | dt: 415ms | tok/sec: 631,792 | mfu: 15.3% | epoch: 1 | remaining: 139s    
step 00400 (53.8%) | loss: 3.381968 | lrm: 0.92 | dt: 416ms | tok/sec: 629,685 | mfu: 15.2% | epoch: 1 | remaining: 138s    
step 00401 (53.9%) | loss: 3.380225 | lrm: 0.92 | dt: 415ms | tok/sec: 631,099 | mfu: 15.2% | epoch: 1 | remaining: 138s    
step 00402 (54.1%) | loss: 3.382980 | lrm: 0.92 | dt: 415ms | tok/sec: 631,483 | mfu: 15.3% | epoch: 1 | remaining: 137s    
step 00403 (54.2%) | loss: 3.383695 | lrm: 0.92 | dt: 417ms | tok/sec: 628,778 | mfu: 15.2% | epoch: 1 | remaining: 137s    
step 00404 (54.3%) | loss: 3.381003 | lrm: 0.91 | dt: 414ms | tok/sec: 632,745 | mfu: 15.3% | epoch: 1 | remaining: 137s    
step 00405 (54.5%) | loss: 3.377527 | lrm: 0.91 | dt: 416ms | tok/sec: 629,929 | mfu: 15.2% | epoch: 1 | remaining: 136s    
step 00406 (54.6%) | loss: 3.375608 | lrm: 0.91 | dt: 415ms | tok/sec: 631,804 | mfu: 15.3% | epoch: 1 | remaining: 136s    
step 00407 (54.8%) | loss: 3.375793 | lrm: 0.90 | dt: 415ms | tok/sec: 631,211 | mfu: 15.3% | epoch: 1 | remaining: 135s    
step 00408 (54.9%) | loss: 3.367199 | lrm: 0.90 | dt: 416ms | tok/sec: 630,140 | mfu: 15.2% | epoch: 1 | remaining: 135s    
step 00409 (55.0%) | loss: 3.363947 | lrm: 0.90 | dt: 415ms | tok/sec: 632,186 | mfu: 15.3% | epoch: 1 | remaining: 134s    
step 00410 (55.2%) | loss: 3.353623 | lrm: 0.90 | dt: 416ms | tok/sec: 629,600 | mfu: 15.2% | epoch: 1 | remaining: 134s    
step 00411 (55.3%) | loss: 3.352389 | lrm: 0.89 | dt: 415ms | tok/sec: 631,705 | mfu: 15.3% | epoch: 1 | remaining: 134s    
step 00412 (55.5%) | loss: 3.349948 | lrm: 0.89 | dt: 416ms | tok/sec: 630,229 | mfu: 15.2% | epoch: 1 | remaining: 133s    
step 00413 (55.6%) | loss: 3.347969 | lrm: 0.89 | dt: 415ms | tok/sec: 630,993 | mfu: 15.2% | epoch: 1 | remaining: 133s    
step 00414 (55.7%) | loss: 3.348387 | lrm: 0.89 | dt: 415ms | tok/sec: 632,411 | mfu: 15.3% | epoch: 1 | remaining: 132s    
step 00415 (55.9%) | loss: 3.344496 | lrm: 0.88 | dt: 417ms | tok/sec: 629,067 | mfu: 15.2% | epoch: 1 | remaining: 132s    
step 00416 (56.0%) | loss: 3.347808 | lrm: 0.88 | dt: 415ms | tok/sec: 631,781 | mfu: 15.3% | epoch: 1 | remaining: 132s    
step 00417 (56.1%) | loss: 3.345834 | lrm: 0.88 | dt: 416ms | tok/sec: 630,845 | mfu: 15.2% | epoch: 1 | remaining: 131s    
step 00418 (56.3%) | loss: 3.340579 | lrm: 0.87 | dt: 416ms | tok/sec: 630,686 | mfu: 15.2% | epoch: 1 | remaining: 131s    
step 00419 (56.4%) | loss: 3.343364 | lrm: 0.87 | dt: 416ms | tok/sec: 630,781 | mfu: 15.2% | epoch: 1 | remaining: 130s    
step 00420 (56.6%) | loss: 3.343619 | lrm: 0.87 | dt: 416ms | tok/sec: 630,122 | mfu: 15.2% | epoch: 1 | remaining: 130s    
step 00421 (56.7%) | loss: 3.345529 | lrm: 0.87 | dt: 415ms | tok/sec: 632,197 | mfu: 15.3% | epoch: 1 | remaining: 129s    
step 00422 (56.8%) | loss: 3.351094 | lrm: 0.86 | dt: 415ms | tok/sec: 631,023 | mfu: 15.2% | epoch: 1 | remaining: 129s    
step 00423 (57.0%) | loss: 3.355492 | lrm: 0.86 | dt: 415ms | tok/sec: 631,658 | mfu: 15.3% | epoch: 1 | remaining: 129s    
step 00424 (57.1%) | loss: 3.351410 | lrm: 0.86 | dt: 416ms | tok/sec: 630,396 | mfu: 15.2% | epoch: 1 | remaining: 128s    
step 00425 (57.3%) | loss: 3.350444 | lrm: 0.85 | dt: 415ms | tok/sec: 631,264 | mfu: 15.3% | epoch: 1 | remaining: 128s    
step 00426 (57.4%) | loss: 3.346966 | lrm: 0.85 | dt: 415ms | tok/sec: 632,380 | mfu: 15.3% | epoch: 1 | remaining: 127s    
step 00427 (57.5%) | loss: 3.337974 | lrm: 0.85 | dt: 417ms | tok/sec: 629,126 | mfu: 15.2% | epoch: 1 | remaining: 127s    
step 00428 (57.7%) | loss: 3.335148 | lrm: 0.85 | dt: 415ms | tok/sec: 631,582 | mfu: 15.3% | epoch: 1 | remaining: 127s    
step 00429 (57.8%) | loss: 3.333124 | lrm: 0.84 | dt: 416ms | tok/sec: 630,594 | mfu: 15.2% | epoch: 1 | remaining: 126s    
step 00430 (57.9%) | loss: 3.336590 | lrm: 0.84 | dt: 416ms | tok/sec: 630,657 | mfu: 15.2% | epoch: 1 | remaining: 126s    
step 00431 (58.1%) | loss: 3.333131 | lrm: 0.84 | dt: 415ms | tok/sec: 631,492 | mfu: 15.3% | epoch: 1 | remaining: 125s    
step 00432 (58.2%) | loss: 3.334594 | lrm: 0.84 | dt: 416ms | tok/sec: 629,566 | mfu: 15.2% | epoch: 1 | remaining: 125s    
step 00433 (58.4%) | loss: 3.336735 | lrm: 0.83 | dt: 415ms | tok/sec: 632,018 | mfu: 15.3% | epoch: 1 | remaining: 125s    
step 00434 (58.5%) | loss: 3.333003 | lrm: 0.83 | dt: 417ms | tok/sec: 629,040 | mfu: 15.2% | epoch: 1 | remaining: 124s    
step 00435 (58.6%) | loss: 3.335483 | lrm: 0.83 | dt: 415ms | tok/sec: 631,463 | mfu: 15.3% | epoch: 1 | remaining: 124s    
step 00436 (58.8%) | loss: 3.331836 | lrm: 0.82 | dt: 416ms | tok/sec: 629,847 | mfu: 15.2% | epoch: 1 | remaining: 123s    
step 00437 (58.9%) | loss: 3.336479 | lrm: 0.82 | dt: 416ms | tok/sec: 630,514 | mfu: 15.2% | epoch: 1 | remaining: 123s    
step 00438 (59.1%) | loss: 3.335511 | lrm: 0.82 | dt: 415ms | tok/sec: 631,261 | mfu: 15.3% | epoch: 1 | remaining: 122s    
step 00439 (59.2%) | loss: 3.333632 | lrm: 0.82 | dt: 415ms | tok/sec: 632,003 | mfu: 15.3% | epoch: 1 | remaining: 122s    
step 00440 (59.3%) | loss: 3.333949 | lrm: 0.81 | dt: 415ms | tok/sec: 631,439 | mfu: 15.3% | epoch: 1 | remaining: 122s    
step 00441 (59.5%) | loss: 3.331869 | lrm: 0.81 | dt: 416ms | tok/sec: 630,150 | mfu: 15.2% | epoch: 1 | remaining: 121s    
step 00442 (59.6%) | loss: 3.335576 | lrm: 0.81 | dt: 415ms | tok/sec: 631,869 | mfu: 15.3% | epoch: 1 | remaining: 121s    
step 00443 (59.7%) | loss: 3.326146 | lrm: 0.81 | dt: 417ms | tok/sec: 628,975 | mfu: 15.2% | epoch: 1 | remaining: 120s    
step 00444 (59.9%) | loss: 3.323136 | lrm: 0.80 | dt: 415ms | tok/sec: 631,706 | mfu: 15.3% | epoch: 1 | remaining: 120s    
step 00445 (60.0%) | loss: 3.316890 | lrm: 0.80 | dt: 416ms | tok/sec: 629,397 | mfu: 15.2% | epoch: 1 | remaining: 120s    
step 00446 (60.2%) | loss: 3.319552 | lrm: 0.80 | dt: 415ms | tok/sec: 631,550 | mfu: 15.3% | epoch: 1 | remaining: 119s    
step 00447 (60.3%) | loss: 3.316959 | lrm: 0.79 | dt: 416ms | tok/sec: 629,991 | mfu: 15.2% | epoch: 1 | remaining: 119s    
step 00448 (60.4%) | loss: 3.321249 | lrm: 0.79 | dt: 415ms | tok/sec: 631,291 | mfu: 15.3% | epoch: 1 | remaining: 118s    
step 00449 (60.6%) | loss: 3.325160 | lrm: 0.79 | dt: 415ms | tok/sec: 631,034 | mfu: 15.2% | epoch: 1 | remaining: 118s    
step 00450 (60.7%) | loss: 3.330598 | lrm: 0.79 | dt: 416ms | tok/sec: 630,237 | mfu: 15.2% | epoch: 1 | remaining: 117s    
step 00451 (60.9%) | loss: 3.335577 | lrm: 0.78 | dt: 415ms | tok/sec: 632,370 | mfu: 15.3% | epoch: 1 | remaining: 117s    
step 00452 (61.0%) | loss: 3.331541 | lrm: 0.78 | dt: 416ms | tok/sec: 629,597 | mfu: 15.2% | epoch: 1 | remaining: 117s    
step 00453 (61.1%) | loss: 3.326617 | lrm: 0.78 | dt: 415ms | tok/sec: 631,972 | mfu: 15.3% | epoch: 1 | remaining: 116s    
step 00454 (61.3%) | loss: 3.324489 | lrm: 0.77 | dt: 417ms | tok/sec: 629,158 | mfu: 15.2% | epoch: 1 | remaining: 116s    
step 00455 (61.4%) | loss: 3.324551 | lrm: 0.77 | dt: 415ms | tok/sec: 631,557 | mfu: 15.3% | epoch: 1 | remaining: 115s    
step 00456 (61.5%) | loss: 3.324535 | lrm: 0.77 | dt: 416ms | tok/sec: 630,345 | mfu: 15.2% | epoch: 1 | remaining: 115s    
step 00457 (61.7%) | loss: 3.320699 | lrm: 0.77 | dt: 415ms | tok/sec: 630,968 | mfu: 15.2% | epoch: 1 | remaining: 115s    
step 00458 (61.8%) | loss: 3.313627 | lrm: 0.76 | dt: 415ms | tok/sec: 631,106 | mfu: 15.2% | epoch: 1 | remaining: 114s    
step 00459 (62.0%) | loss: 3.313892 | lrm: 0.76 | dt: 417ms | tok/sec: 628,052 | mfu: 15.2% | epoch: 1 | remaining: 114s    
step 00460 (62.1%) | loss: 3.313034 | lrm: 0.76 | dt: 416ms | tok/sec: 630,219 | mfu: 15.2% | epoch: 1 | remaining: 113s    
step 00461 (62.2%) | loss: 3.315542 | lrm: 0.76 | dt: 415ms | tok/sec: 630,964 | mfu: 15.2% | epoch: 1 | remaining: 113s    
step 00462 (62.4%) | loss: 3.320813 | lrm: 0.75 | dt: 416ms | tok/sec: 630,590 | mfu: 15.2% | epoch: 1 | remaining: 112s    
step 00463 (62.5%) | loss: 3.310048 | lrm: 0.75 | dt: 415ms | tok/sec: 632,067 | mfu: 15.3% | epoch: 1 | remaining: 112s    
step 00464 (62.7%) | loss: 3.308124 | lrm: 0.75 | dt: 416ms | tok/sec: 630,692 | mfu: 15.2% | epoch: 1 | remaining: 112s    
step 00465 (62.8%) | loss: 3.303202 | lrm: 0.74 | dt: 415ms | tok/sec: 631,390 | mfu: 15.3% | epoch: 1 | remaining: 111s    
step 00466 (62.9%) | loss: 3.294909 | lrm: 0.74 | dt: 417ms | tok/sec: 629,277 | mfu: 15.2% | epoch: 1 | remaining: 111s    
step 00467 (63.1%) | loss: 3.295519 | lrm: 0.74 | dt: 415ms | tok/sec: 631,211 | mfu: 15.3% | epoch: 1 | remaining: 110s    
step 00468 (63.2%) | loss: 3.300354 | lrm: 0.74 | dt: 416ms | tok/sec: 630,157 | mfu: 15.2% | epoch: 1 | remaining: 110s    
step 00469 (63.3%) | loss: 3.295818 | lrm: 0.73 | dt: 415ms | tok/sec: 631,118 | mfu: 15.2% | epoch: 1 | remaining: 110s    
step 00470 (63.5%) | loss: 3.301564 | lrm: 0.73 | dt: 415ms | tok/sec: 631,683 | mfu: 15.3% | epoch: 1 | remaining: 109s    
step 00471 (63.6%) | loss: 3.298275 | lrm: 0.73 | dt: 415ms | tok/sec: 630,992 | mfu: 15.2% | epoch: 1 | remaining: 109s    
step 00472 (63.8%) | loss: 3.298529 | lrm: 0.72 | dt: 415ms | tok/sec: 632,352 | mfu: 15.3% | epoch: 1 | remaining: 108s    
step 00473 (63.9%) | loss: 3.292814 | lrm: 0.72 | dt: 416ms | tok/sec: 629,738 | mfu: 15.2% | epoch: 1 | remaining: 108s    
step 00474 (64.0%) | loss: 3.288257 | lrm: 0.72 | dt: 415ms | tok/sec: 631,591 | mfu: 15.3% | epoch: 1 | remaining: 107s    
step 00475 (64.2%) | loss: 3.294237 | lrm: 0.72 | dt: 415ms | tok/sec: 630,974 | mfu: 15.2% | epoch: 1 | remaining: 107s    
step 00476 (64.3%) | loss: 3.297926 | lrm: 0.71 | dt: 416ms | tok/sec: 630,171 | mfu: 15.2% | epoch: 1 | remaining: 107s    
step 00477 (64.5%) | loss: 3.296556 | lrm: 0.71 | dt: 415ms | tok/sec: 632,012 | mfu: 15.3% | epoch: 1 | remaining: 106s    
step 00478 (64.6%) | loss: 3.289202 | lrm: 0.71 | dt: 416ms | tok/sec: 630,360 | mfu: 15.2% | epoch: 1 | remaining: 106s    
step 00479 (64.7%) | loss: 3.291326 | lrm: 0.71 | dt: 416ms | tok/sec: 630,774 | mfu: 15.2% | epoch: 1 | remaining: 105s    
step 00480 (64.9%) | loss: 3.287195 | lrm: 0.70 | dt: 416ms | tok/sec: 630,217 | mfu: 15.2% | epoch: 1 | remaining: 105s    
step 00481 (65.0%) | loss: 3.280657 | lrm: 0.70 | dt: 417ms | tok/sec: 628,968 | mfu: 15.2% | epoch: 1 | remaining: 105s    
step 00482 (65.1%) | loss: 3.278674 | lrm: 0.70 | dt: 415ms | tok/sec: 632,192 | mfu: 15.3% | epoch: 1 | remaining: 104s    
step 00483 (65.3%) | loss: 3.277860 | lrm: 0.69 | dt: 416ms | tok/sec: 629,462 | mfu: 15.2% | epoch: 1 | remaining: 104s    
step 00484 (65.4%) | loss: 3.280403 | lrm: 0.69 | dt: 415ms | tok/sec: 630,957 | mfu: 15.2% | epoch: 1 | remaining: 103s    
step 00485 (65.6%) | loss: 3.281463 | lrm: 0.69 | dt: 415ms | tok/sec: 631,259 | mfu: 15.3% | epoch: 1 | remaining: 103s    
step 00486 (65.7%) | loss: 3.283434 | lrm: 0.69 | dt: 417ms | tok/sec: 628,325 | mfu: 15.2% | epoch: 1 | remaining: 102s    
step 00487 (65.8%) | loss: 3.286580 | lrm: 0.68 | dt: 416ms | tok/sec: 630,766 | mfu: 15.2% | epoch: 1 | remaining: 102s    
step 00488 (66.0%) | loss: 3.286921 | lrm: 0.68 | dt: 416ms | tok/sec: 629,831 | mfu: 15.2% | epoch: 1 | remaining: 102s    
step 00489 (66.1%) | loss: 3.291513 | lrm: 0.68 | dt: 415ms | tok/sec: 631,767 | mfu: 15.3% | epoch: 1 | remaining: 101s    
step 00490 (66.3%) | loss: 3.285484 | lrm: 0.67 | dt: 415ms | tok/sec: 631,746 | mfu: 15.3% | epoch: 1 | remaining: 101s    
step 00491 (66.4%) | loss: 3.282786 | lrm: 0.67 | dt: 417ms | tok/sec: 629,167 | mfu: 15.2% | epoch: 1 | remaining: 100s    
step 00492 (66.5%) | loss: 3.273870 | lrm: 0.67 | dt: 415ms | tok/sec: 632,267 | mfu: 15.3% | epoch: 1 | remaining: 100s    
step 00493 (66.7%) | loss: 3.279129 | lrm: 0.67 | dt: 416ms | tok/sec: 630,351 | mfu: 15.2% | epoch: 1 | remaining: 100s    
step 00494 (66.8%) | loss: 3.269922 | lrm: 0.66 | dt: 415ms | tok/sec: 631,522 | mfu: 15.3% | epoch: 1 | remaining: 99s    
step 00495 (67.0%) | loss: 3.264763 | lrm: 0.66 | dt: 416ms | tok/sec: 630,910 | mfu: 15.2% | epoch: 1 | remaining: 99s    
step 00496 (67.1%) | loss: 3.265131 | lrm: 0.66 | dt: 416ms | tok/sec: 629,679 | mfu: 15.2% | epoch: 1 | remaining: 98s    
step 00497 (67.2%) | loss: 3.265394 | lrm: 0.66 | dt: 415ms | tok/sec: 631,972 | mfu: 15.3% | epoch: 1 | remaining: 98s    
step 00498 (67.4%) | loss: 3.262063 | lrm: 0.65 | dt: 416ms | tok/sec: 630,507 | mfu: 15.2% | epoch: 1 | remaining: 97s    
step 00499 (67.5%) | loss: 3.252339 | lrm: 0.65 | dt: 416ms | tok/sec: 630,860 | mfu: 15.2% | epoch: 1 | remaining: 97s    
step 00500 (67.6%) | loss: 3.252427 | lrm: 0.65 | dt: 416ms | tok/sec: 630,852 | mfu: 15.2% | epoch: 1 | remaining: 97s    
step 00501 (67.8%) | loss: 3.251591 | lrm: 0.64 | dt: 416ms | tok/sec: 630,047 | mfu: 15.2% | epoch: 1 | remaining: 96s    
step 00502 (67.9%) | loss: 3.248384 | lrm: 0.64 | dt: 415ms | tok/sec: 632,167 | mfu: 15.3% | epoch: 1 | remaining: 96s    
step 00503 (68.1%) | loss: 3.246985 | lrm: 0.64 | dt: 416ms | tok/sec: 629,819 | mfu: 15.2% | epoch: 1 | remaining: 95s    
step 00504 (68.2%) | loss: 3.249468 | lrm: 0.64 | dt: 416ms | tok/sec: 630,579 | mfu: 15.2% | epoch: 1 | remaining: 95s    
step 00505 (68.3%) | loss: 3.254090 | lrm: 0.63 | dt: 415ms | tok/sec: 631,166 | mfu: 15.2% | epoch: 1 | remaining: 95s    
step 00506 (68.5%) | loss: 3.262635 | lrm: 0.63 | dt: 416ms | tok/sec: 630,586 | mfu: 15.2% | epoch: 1 | remaining: 94s    
step 00507 (68.6%) | loss: 3.255338 | lrm: 0.63 | dt: 415ms | tok/sec: 632,406 | mfu: 15.3% | epoch: 1 | remaining: 94s    
step 00508 (68.8%) | loss: 3.257203 | lrm: 0.62 | dt: 416ms | tok/sec: 630,370 | mfu: 15.2% | epoch: 1 | remaining: 93s    
step 00509 (68.9%) | loss: 3.247389 | lrm: 0.62 | dt: 416ms | tok/sec: 630,482 | mfu: 15.2% | epoch: 1 | remaining: 93s    
step 00510 (69.0%) | loss: 3.250391 | lrm: 0.62 | dt: 415ms | tok/sec: 631,784 | mfu: 15.3% | epoch: 1 | remaining: 93s    
step 00511 (69.2%) | loss: 3.248520 | lrm: 0.62 | dt: 416ms | tok/sec: 629,678 | mfu: 15.2% | epoch: 1 | remaining: 92s    
step 00512 (69.3%) | loss: 3.242555 | lrm: 0.61 | dt: 416ms | tok/sec: 630,881 | mfu: 15.2% | epoch: 1 | remaining: 92s    
